director_name,actor_1_name,actor_2_name,movie_title,budget,imdb_score
Nick Cassavetes,Jason Patric,Sofia Vassilieva,My Sister's Keeper ,30000000,7.4
Wes Craven,Frank Grillo,Emily Meade,My Soul to Take ,25000000,4.8
Wes Craven,Frank Grillo,Emily Meade,My Soul to Take ,25000000,4.8
Richard Benjamin,Jon Lovitz,Alyson Hannigan,My Stepmother Is an Alien ,20000000,5.2
Pawel Pawlikowski,Paddy Considine,Natalie Press,My Summer of Love ,1700000,6.8
Ivan Reitman,Rainn Wilson,Eddie Izzard,My Super Ex-Girlfriend ,30000000,5.1
Simon Curtis,Eddie Redmayne,Toby Jones,My Week with Marilyn ,6400000,7
Kinka Usher,Janeane Garofalo,Wes Studi,Mystery Men ,65000000,6
Jay Roach,Scott Grimes,Mary McCormack,"Mystery, Alaska ",28000000,6.7
Donald Petrie,Julia Roberts,Lili Taylor,Mystic Pizza ,6000000,6.2
Clint Eastwood,John Doman,Spencer Treat Clark,Mystic River ,25000000,8
David M. Matthews,Essence Atkins,Lamman Rucker,N-Secure ,,3.5
Jared Hess,Ana de la Reguera,Moises Arias,Nacho Libre ,32000000,5.7
Peter Segal,George Kennedy,Fred Ward,Naked Gun 33 1/3: The Final Insult,30000000,6.4
Vipul Amrutlal Shah,Katrina Kaif,Clive Standen,Namastey London ,,7.3
Andrew Fleming,Kay Panabaker,Laura Harring,Nancy Drew ,20000000,5.9
Kirk Jones,Colin Firth,Kelly Macdonald,Nanny McPhee ,25000000,6.6
Susanna White,Daniel Mays,Bill Bailey,Nanny McPhee Returns ,35000000,6.1
Jared Hess,Jon Heder,Diedrich Bader,Napoleon Dynamite ,400000,6.9
Joe Carnahan,Jason Patric,Chi McBride,Narc ,7500000,7.2
Harold Ramis,Beverly D'Angelo,Randy Quaid,National Lampoon's Vacation ,15000000,7.4
Jon Turteltaub,Nicolas Cage,Armando Riesco,National Treasure ,100000000,6.9
Jennifer Wynne Farmer,Irene Bedard,Akima,Naturally Native ,700000,6.5
Stanton Barrett,Mikal Vega,Michael Dudikoff,Navy Seals vs. Zombies ,,3.4
Arjun Sablok,Abhishek Bachchan,Uday Chopra,Neal 'N' Nikki ,1500000,3.3
Alexander Payne,Devin Ratray,Bruce Dern,Nebraska ,12000000,7.8
Scott Waugh,Rami Malek,Dominic Cooper,Need for Speed ,66000000,6.5
Nicholas Stoller,Craig Roberts,Carla Gallo,Neighbors ,18000000,6.4
Nicholas Stoller,Chloë Grace Moretz,Ike Barinholtz,Neighbors 2: Sorority Rising,35000000,6
Henry Joost,Samira Wiley,Marc John Jefferies,Nerve ,20000000,7.1
Sidney Lumet,Robert Duvall,Faye Dunaway,Network ,3800000,8.1
Eric Schaeffer,Peter Dinklage,Bill Duke,Never Again ,500000,6
Jeff Wadlow,Djimon Hounsou,Neil Brown Jr.,Never Back Down ,20000000,6.6
Michael Jai White,Michael Jai White,Alex Meraz,Never Back Down 2: The Beatdown,3000000,5.8
Mark Romanek,Andrew Garfield,Charlie Rowe,Never Let Me Go ,15000000,7.2
Irvin Kershner,Bernie Casey,Klaus Maria Brandauer,Never Say Never Again ,36000000,6.2
Jonas Elmer,J.K. Simmons,Frances Conroy,New in Town ,8000000,5.6
Wes Craven,Miko Hughes,Heather Langenkamp,New Nightmare ,8000000,6.4
Garry Marshall,Robert De Niro,Common,New Year's Eve ,56000000,5.7
Dennie Gordon,Mary-Kate Olsen,Bob Saget,New York Minute ,30000000,4.8
Woody Allen,Woody Allen,Larry David,New York Stories ,15000000,6.4
Martin Scorsese,Robert De Niro,Liza Minnelli,"New York, New York ",14000000,6.7
Edward Burns,Kerry Bishé,Caitlin FitzGerald,Newlyweds ,9000,6.4
Benny Boom,Omari Hardwick,Donald Faison,Next Day Air ,3000000,5.9
Steve Carr,John Witherspoon,Mike Epps,Next Friday ,9500000,6.1
Brad Anderson,Philip Seymour Hoffman,Callie Thorne,Next Stop Wonderland ,1000000,6.7
Henry Hathaway,Joseph Cotten,Jean Peters,Niagara ,1250000,7.1
Douglas McGrath,Charlie Hunnam,Anne Hathaway,Nicholas Nickleby ,10000000,7.2
Peter Sollett,Ari Graynor,Alexis Dziena,Nick and Norah's Infinite Playlist ,9000000,6.7
Shawn Levy,Robin Williams,Rami Malek,Night at the Museum ,110000000,6.4
Shawn Levy,Robin Williams,Rami Malek,Night at the Museum: Battle of the Smithsonian ,150000000,5.9
Shawn Levy,Robin Williams,Rami Malek,Night at the Museum: Secret of the Tomb ,127000000,6.2
George A. Romero,Judith O'Dea,Duane Jones,Night of the Living Dead ,114000,8
George A. Romero,Judith O'Dea,Duane Jones,Night of the Living Dead ,114000,8
Timur Bekmambetov,Konstantin Khabenskiy,Aleksey Chadov,Night Watch ,4200000,6.5
Dan Gilroy,Jake Gyllenhaal,Michael Papajohn,Nightcrawler ,8500000,7.9
Bruce Malmuth,Sylvester Stallone,Lindsay Wagner,Nighthawks ,5000000,6.4
,Melinda Clarke,Xander Berkeley,Nikita             ,,7.7
Jennifer Flackett,Gerard Butler,Anthony Simcoe,Nim's Island ,37000000,6
Rob Marshall,Fergie,Elio Germano,Nine ,80000000,5.8
Chris Shadley,Daniel Baldwin,William Lee Scott,Nine Dead ,2000000,5.5
Fabián Bielinsky,Ricardo Darín,Gastón Pauls,Nine Queens ,1500000,7.9
James McTeigue,Shô Kosugi,Ben Miles,Ninja Assassin ,40000000,6.4
Oliver Stone,Anthony Hopkins,Bob Hoskins,Nixon ,50000000,7.1
Ethan Coen,Kelly Macdonald,Stephen Root,No Country for Old Men ,25000000,8.1
Charles Ferguson,Campbell Scott,Dick Cheney,No End in Sight ,2000000,8.3
John Erick Dowdle,Sterling Jerins,Claire Geare,No Escape ,5000000,6.8
Sam Miller,Leslie Bibb,Kate del Castillo,No Good Deed ,13200000,5.6
Dave Payne,Mircea Monroe,Lew Temple,No Man's Land: The Rise of Reeker ,2000000,4.9
Scott Hicks,Zoë Kravitz,Lily Rabe,No Reservations ,28000000,6.3
Ivan Reitman,Natalie Portman,Greta Gerwig,No Strings Attached ,25000000,6.2
Chris Stokes,Kristen Quintrall,Rachel Sterling,No Vacancy ,4000000,4.2
Darren Aronofsky,Anthony Hopkins,Emma Watson,Noah ,125000000,5.8
Sergey Bodrov,Jay Hernandez,Kuno Becker,Nomad: The Warrior ,25000000,6
Jaume Collet-Serra,Liam Neeson,Nate Parker,Non-Stop ,50000000,7
Niki Caro,Jeremy Renner,Charlize Theron,North Country ,35000000,7.3
Michael Polish,Peter Coyote,Anthony Edwards,Northfork ,1900000,6.4
Joel Gallen,Chris Evans,JoAnna Garcia Swisher,Not Another Teen Movie ,16000000,5.7
Shane Dawson,Shane Dawson,Kurt Angle,Not Cool ,600000,5.1
Bill Duke,Eddie Cibrian,Jenifer Lewis,Not Easily Broken ,8000000,6.1
Richard Eyre,Phil Davis,Andrew Simpson,Notes on a Scandal ,15000000,7.4
Vincenzo Natali,David Hewlett,Angelo Tsarouchas,Nothing ,,6.3
Michael Roemer,Yaphet Kotto,Gloria Foster,Nothing But a Man ,160000,8.1
Steve Oedekerk,Kelly Preston,Michael McKean,Nothing to Lose ,25000000,6.7
Roger Michell,Julia Roberts,Clarke Peters,Notting Hill ,42000000,7
Greg Harrison,Amir Talai,Anne Archer,November ,150000,5.5
David Atkins,Chelcie Ross,Lynne Thigpen,Novocaine ,6000000,5.8
Ol Parker,Jeremy Irvine,Olivia Williams,Now Is Good ,,7.2
Louis Leterrier,Morgan Freeman,Common,Now You See Me ,75000000,7.3
Jon M. Chu,Daniel Radcliffe,Morgan Freeman,Now You See Me 2,90000000,6.9
Sam Taylor-Johnson,Kristin Scott Thomas,Ophelia Lovibond,Nowhere Boy ,,7.2
Caroline Link,Merab Ninidze,Juliane Köhler,Nowhere in Africa ,7000000,7.7
Robert Harmon,Kieran Culkin,Rosanna Arquette,Nowhere to Run ,15000000,5.5
Douglas Aarniokoski,Boris Kodjoe,Katrina Bowden,Nurse 3D,10000000,4.6
Neil LaBute,Morgan Freeman,Pruitt Taylor Vince,Nurse Betty ,24000000,6.3
Peter Segal,Larry Miller,Janet Jackson,Nutty Professor II: The Klumps ,65000000,4.3
Tim Blake Nelson,Mekhi Phifer,Andrew Keegan,O ,5000000,6.2
Tim Blake Nelson,Mekhi Phifer,Andrew Keegan,O ,5000000,6.2
Joel Coen,Holly Hunter,Tim Blake Nelson,"O Brother, Where Art Thou? ",26000000,7.8
Fedor Bondarchuk,Yuliya Snigir,Fedor Bondarchuk,Obitaemyy ostrov ,29500000,5.3
Joseph Kosinski,Morgan Freeman,Tom Cruise,Oblivion ,120000000,7
Jody Hill,Collette Wolfe,Celia Weston,Observe and Report ,18000000,5.8
Gillian Robespierre,Gaby Hoffmann,Jenny Slate,Obvious Child ,,6.8
Steven Soderbergh,Brad Pitt,Bernie Mac,Ocean's Eleven ,85000000,7.8
Steven Soderbergh,Al Pacino,Matt Damon,Ocean's Thirteen ,85000000,6.9
Steven Soderbergh,Brad Pitt,Julia Roberts,Ocean's Twelve ,110000000,6.4
Jacques Perrin,Pedro Armendáriz Jr.,Jacques Perrin,Oceans ,40000000,7.8
Andrew Erwin,Rachel Hendrix,Robert Amaya,October Baby ,,6.8
John Glen,Louis Jourdan,Kabir Bedi,Octopussy ,27500000,6.6
Mike Flanagan,James Lafferty,Rory Cochrane,Oculus ,5000000,6.5
Xavier Beauvois,Lambert Wilson,Michael Lonsdale,Of Gods and Men ,4000000,7.2
Benedikt Erlingsson,Ingvar Eggert Sigurðsson,Charlotte Bøving,Of Horses and Men ,10000000,6.9
Mike Judge,Gary Cole,Stephen Root,Office Space ,10000000,7.8
Walt Becker,Robin Williams,Bernie Mac,Old Dogs ,35000000,5.4
Kelly Reichardt,Daniel London,Lucy,Old Joy ,300000,6.7
Todd Phillips,Will Ferrell,Leah Remini,Old School ,24000000,7.2
Chan-wook Park,Min-sik Choi,Ji-tae Yu,Oldboy ,3000000,8.4
Roman Polanski,Ian McNeice,Barney Clark,Oliver Twist ,50000000,6.9
Carol Reed,Oliver Reed,Ron Moody,Oliver! ,10000000,7.5
Antoine Fuqua,Gerard Butler,Morgan Freeman,Olympus Has Fallen ,70000000,6.5
Steven Seagal,Mike Starr,Joan Chen,On Deadly Ground ,50000000,4.4
Peter R. Hunt,Telly Savalas,George Lazenby,On Her Majesty's Secret Service ,7000000,6.8
Tadeo Garcia,Tatiana Suarez-Pico,Michael Cortez,On the Downlow ,,6.1
Eric Bross,Jerry Stiller,Tamala Jones,On the Line ,16000000,4.1
Lori Silverbush,Judy Marte,Flaco Navaja,On the Outs ,,6.9
Walter Salles,Kristen Stewart,Viggo Mortensen,On the Road ,25000000,6.1
Elia Kazan,Marlon Brando,Karl Malden,On the Waterfront ,910000,8.2
John Carney,Glen Hansard,Markéta Irglová,Once ,180000,7.9
Paul Crowder,Pelé,Marv Albert,Once in a Lifetime: The Extraordinary Story of the New York Cosmos ,1000000,7.3
Sergio Leone,Robert De Niro,Burt Young,Once Upon a Time in America ,30000000,8.4
Robert Rodriguez,Johnny Depp,Salma Hayek,Once Upon a Time in Mexico ,29000000,6.4
Dave Rodriguez,Chazz Palminteri,Michael Rapaport,Once Upon a Time in Queens ,1500000,6.3
Sergio Leone,Claudia Cardinale,Woody Strode,Once Upon a Time in the West ,5000000,8.6
Neil Jordan,Tony Curran,Stephen Rea,Ondine ,12000000,6.8
Lone Scherfig,Anne Hathaway,Jim Sturgess,One Day ,15000000,7
Morgan Spurlock,Harry Styles,Zayn Malik,One Direction: This Is Us ,10000000,4.1
Milos Forman,Scatman Crothers,Michael Berryman,One Flew Over the Cuckoo's Nest ,4400000,8.7
Julie Anne Robinson,Fisher Stevens,Debbie Reynolds,One for the Money ,40000000,5.3
Mark Romanek,Robin Williams,Gary Cole,One Hour Photo ,12000000,6.8
Lance Hool,Tom Berenger,Joaquim de Almeida,One Man's Hero ,11350000,6.2
Eric Valette,Johnny Lewis,Jason Beghe,One Missed Call ,27000000,3.9
Michael O. Sajbel,James Callis,Tiffany Dupont,One Night with the King ,20000000,6.3
Pascal Arnold,Karl E. Landler,Lizzie Brocheré,One to Another ,1400000,5.8
Carl Franklin,Meryl Streep,William Hurt,One True Thing ,30000000,7
Tony Jaa,Nirut Sirichanya,Petchtai Wongkamlao,Ong-bak 2,300000000,6.2
Nicolas Winding Refn,Ryan Gosling,Kristin Scott Thomas,Only God Forgives ,4800000,5.7
Sheldon Lettich,Antoni Corone,Ryan Bollman,Only the Strong ,6000000,6.7
Peter Cattaneo,Jacqueline McKenzie,Vince Colosimo,Opal Dream ,11400000,6.6
Kevin Costner,Robert Duvall,Michael Jeter,Open Range ,22000000,7.5
Marcio Garcia,John Savage,Kristi Clainos,Open Road ,3000000,5.5
Roger Allers,Jon Favreau,Debra Messing,Open Season ,85000000,6.2
John Reinhardt,Sheldon Leonard,John Ireland,Open Secret ,,7.1
Chris Kentis,Blanchard Ryan,Saul Stein,Open Water ,500000,5.7
John H. Lee,Liam Neeson,Dean Dawson,Operation Chromite ,12620000,6.8
Carl Theodor Dreyer,Hanne Aagesen,Sylvia Eckhausen,Ordet ,,8.1
Robert Redford,Adam Baldwin,Elizabeth McGovern,Ordinary People ,6000000,7.8
Trey Parker,Trey Parker,Dian Bachar,Orgazmo ,1000000,6.2
Michael Cristofer,Angelina Jolie Pitt,Gregory Itzin,Original Sin ,42000000,6
Jaume Collet-Serra,Jimmy Bennett,CCH Pounder,Orphan ,,7
Siddiq Barmak,Marina Golbahari,Zubaida Sahar,Osama ,46000,7.4
Gillian Armstrong,Tom Wilkinson,Richard Roxburgh,Oscar and Lucinda ,16000000,6.7
Bobby Farrelly,Ron Howard,Brandy Norwood,Osmosis Jones ,70000000,6.2
Stiles White,Lin Shaye,Shelley Hennig,Ouija ,5000000,4.4
David Gordon Green,Dominic Flores,Zoe Kazan,Our Brand Is Crisis ,28000000,6.1
Rick Famuyiwa,America Ferrera,Lance Gross,Our Family Wedding ,14000000,4.9
Jesse Peretz,Zooey Deschanel,Adam Scott,Our Idiot Brother ,5000000,6.4
Susanna White,Radivoje Bukvic,Pawel Szajda,Our Kind of Traitor ,,6.4
Brendan Malloy,Lee Majors,Jason London,Out Cold ,11000000,6.3
Sydney Pollack,Meryl Streep,Michael Gough,Out of Africa ,31000000,7.2
Danny Pang,Louis Koo,Angelica Lee,Out of Inferno ,,5.7
Steven Soderbergh,Don Cheadle,Albert Brooks,Out of Sight ,48000000,7
Dennis Hopper,Raymond Burr,Don Gordon,Out of the Blue ,2200000,7.2
Robert Sarkies,William Kircher,Matthew Sunderland,Out of the Blue ,,7.3
Lluís Quílez,Stephen Rea,Pixie Davies,Out of the Dark ,,4.7
Scott Cooper,Christian Bale,Sam Shepard,Out of the Furnace ,22000000,6.8
Carl Franklin,Denzel Washington,Sanaa Lathan,Out of Time ,50000000,6.5
Wolfgang Petersen,Kevin Spacey,Morgan Freeman,Outbreak ,50000000,6.6
,Tobias Menzies,Graham McTavish,Outlander             ,,8.5
Sacha Bennett,Bob Hoskins,Jenny Agutter,Outside Bet ,7500000,4.8
Michael Corrente,Jonathan Brandis,George Wendt,Outside Providence ,7000000,6.4
Jeff Lowell,Stephen Root,William Morgan Sheppard,Over Her Dead Body ,10000000,5.2
Tim Johnson,Bruce Willis,Steve Carell,Over the Hedge ,80000000,6.8
Harry F. Millarde,Stephen Carr,Johnnie Walker,Over the Hill to the Poorhouse ,100000,4.8
Richard Kwietniowski,Philip Seymour Hoffman,Minnie Driver,Owning Mahowny ,10000000,7.2
Sam Raimi,Tim Holmes,Mila Kunis,Oz the Great and Powerful ,215000000,6.4
Sam Raimi,Tim Holmes,Mila Kunis,Oz the Great and Powerful ,215000000,6.4
Richard LaGravenese,Gerard Butler,Harry Connick Jr.,P.S. I Love You ,30000000,7.1
R. Balki,Vidya Balan,Abhishek Bachchan,Paa ,150000000,7.2
Guillermo del Toro,Charlie Hunnam,Clifton Collins Jr.,Pacific Rim ,190000000,7
Paul King,Julie Walters,Matt Lucas,Paddington ,55000000,7.2
Michael Bay,Dwayne Johnson,Larry Hankin,Pain & Gain ,26000000,6.5
Joshua Logan,Clint Eastwood,Lee Marvin,Paint Your Wagon ,20000000,6.7
Clint Eastwood,Clint Eastwood,Chris Penn,Pale Rider ,6900000,7.3
Gia Coppola,James Franco,Nat Wolff,Palo Alto ,,6.3
Joe Wright,Hugh Jackman,Cara Delevingne,Pan ,150000000,5.8
Joe Wright,Hugh Jackman,Cara Delevingne,Pan ,150000000,5.8
Joe Wright,Hugh Jackman,Cara Delevingne,Pan ,150000000,5.8
Guillermo del Toro,Ivana Baquero,Maribel Verdú,Pan's Labyrinth ,13500000,8.2
Julien Temple,Samantha Morton,Dexter Fletcher,Pandaemonium ,15000000,6.6
Georg Wilhelm Pabst,Louise Brooks,Francis Lederer,Pandora's Box ,,8
Christian Alvart,Norman Reedus,Dennis Quaid,Pandorum ,33000000,6.8
David Fincher,Kristen Stewart,Dwight Yoakam,Panic Room ,48000000,6.8
Paul Abascal,Cole Hauser,Tom Hollander,Paparazzi ,20000000,5.8
Jake Schreier,Nat Wolff,Cara Delevingne,Paper Towns ,12000000,6.4
Oren Peli,Micah Sloat,Ashley Palmer,Paranormal Activity ,15000,6.3
Tod Williams,Sprague Grayden,Molly Ephraim,Paranormal Activity 2,3000000,5.7
Henry Joost,Johanna Braddy,Sprague Grayden,Paranormal Activity 3,5000000,5.8
Henry Joost,Matt Shively,Brendon Eggertsen,Paranormal Activity 4,5000000,4.6
Christopher Landon,Richard Cabral,Gloria Sandoval,Paranormal Activity: The Marked Ones ,5000000,5
Chris Butler,Anna Kendrick,Kodi Smit-McPhee,ParaNorman ,60000000,7
Andy Fickman,Bailee Madison,Gedde Watanabe,Parental Guidance ,25000000,6.1
Olivier Assayas,Steve Buscemi,Miranda Richardson,"Paris, je t'aime ",13000000,7.3
Taylor Hackford,Jason Statham,Clifton Collins Jr.,Parker ,35000000,6.2
Vic Sarin,Jimi Mistry,Jesse Moss,Partition ,10000000,7
Fenton Bailey,Macaulay Culkin,Mia Kirshner,Party Monster ,5000000,6.3
Paul Gross,Landon Liboiron,Michael Greyeyes,Passchendaele ,20000000,6.5
Sam Peckinpah,James Coburn,Bob Dylan,Pat Garrett & Billy the Kid ,4638783,7.4
Tom Shadyac,Robin Williams,Philip Seymour Hoffman,Patch Adams ,50000000,6.7
Marc Schölermann,John de Lancie,Larry Drake,Pathology ,8000000,6
Phillip Noyce,Harrison Ford,Polly Walker,Patriot Games ,45000000,6.9
Franklin J. Schaffner,George C. Scott,Karl Malden,Patton ,12000000,8
Greg Mottola,Bobby Lee,Nelson Ascencio,Paul ,40000000,7
Steve Carr,Erick Avari,Adhir Kalyan,Paul Blart: Mall Cop ,26000000,5.2
Andy Fickman,D.B. Woodside,Daniella Alonso,Paul Blart: Mall Cop 2,30000000,4.4
Mimi Leder,Kevin Spacey,Haley Joel Osment,Pay It Forward ,40000000,7.2
Brian Helgeland,Bill Duke,Deborah Kara Unger,Payback ,50000000,7.1
John Woo,Ivana Milicevic,Joe Morton,Paycheck ,60000000,6.3
Hart Bochner,Jon Favreau,Matt Ross,PCU ,8000000,6.5
Sut Jhally,Noam Chomsky,Seth Ackerman,"Peace, Propaganda & the Promised Land ",70000,8.3
Victor Salva,Scott Mechlowicz,Tim DeKay,Peaceful Warrior ,10000000,7.3
Michael Bay,Jennifer Garner,Jaime King,Pearl Harbor ,140000000,6.1
Tina Gordon Chism,Tyler James Williams,S. Epatha Merkerson,Peeples ,15000000,5.3
Francis Ford Coppola,Nicolas Cage,Kathleen Turner,Peggy Sue Got Married ,18000000,6.3
Eric Darnell,Benedict Cumberbatch,Annet Mahendru,Penguins of Madagascar ,132000000,6.7
Jamaa Fanaka,Leon Isaac Kennedy,Chuck Mitchell,Penitentiary ,100000,5.8
Daniel Algrant,Al Pacino,Richard Schiff,People I Know ,22000000,5.5
,LeVar Burton,Eric McCormack,Perception             ,,7.5
Chris Columbus,Logan Lerman,Rosario Dawson,Percy Jackson & the Olympians: The Lightning Thief ,95000000,5.9
Thor Freudenthal,Logan Lerman,Leven Rambin,Percy Jackson: Sea of Monsters ,90000000,5.9
Ken Roht,Charla Cochran,Joe Lev,Perfect Cowboy ,200000,7
Tom Tykwer,Michael Smiley,David Calder,Perfume: The Story of a Murderer ,50000000,7.5
Ian Fitzgibbon,Jim Broadbent,Brendan Coyle,Perrier's Bounty ,,6.4
Vincent Paronnaud,Catherine Deneuve,Gena Rowlands,Persepolis ,7300000,8
Mary Lambert,Miko Hughes,Fred Gwynne,Pet Sematary ,11500000,6.6
David Lowery,Bryce Dallas Howard,Oona Laurence,Pete's Dragon ,65000000,7.3
Don Coscarelli,Angus Scrimm,A. Michael Baldwin,Phantasm II ,3000000,6.5
Nnegest Likké,Mo'Nique,Jimmy Jean-Louis,Phat Girlz ,3000000,3
Jon Turteltaub,Robert Duvall,Kyra Sedgwick,Phenomenon ,32000000,6.4
Jonathan Demme,Denzel Washington,Tom Hanks,Philadelphia ,26000000,7.7
Stephen Frears,Steve Coogan,Mare Winningham,Philomena ,12000000,7.6
Joel Schumacher,Radha Mitchell,John Enos III,Phone Booth ,13000000,7.1
Darren Aronofsky,Mark Margolis,Clint Mansell,Pi ,60000,7.5
Peter Hedges,Oliver Platt,Adrian Martinez,Pieces of April ,300000,7.1
Jean-Luc Godard,Jean-Paul Belmondo,Anna Karina,Pierrot le Fou ,300000,7.7
David Gordon Green,James Franco,Gary Cole,Pineapple Express ,27000000,7
John Waters,Divine,Mink Stole,Pink Flamingos ,10000,6.1
James Bidgood,Don Brooks,Bobby Kendall,Pink Narcissus ,27000,6.7
Léa Pool,,,"Pink Ribbons, Inc. ",1200000,7.4
Norman Ferguson,Mel Blanc,Dickie Jones,Pinocchio ,2600000,7.5
Alexandre Aja,Adam Scott,Kelly Brook,Piranha 3D,24000000,5.5
Richard Curtis,Philip Seymour Hoffman,Charlie Rowe,Pirate Radio ,,7.4
Gore Verbinski,Johnny Depp,Orlando Bloom,Pirates of the Caribbean: At World's End ,300000000,7.1
Gore Verbinski,Johnny Depp,Orlando Bloom,Pirates of the Caribbean: Dead Man's Chest ,225000000,7.3
Rob Marshall,Johnny Depp,Sam Claflin,Pirates of the Caribbean: On Stranger Tides ,250000000,6.7
Gore Verbinski,Johnny Depp,Orlando Bloom,Pirates of the Caribbean: The Curse of the Black Pearl ,140000000,8.1
David Twohy,Vin Diesel,Radha Mitchell,Pitch Black ,23000000,7.1
Jason Moore,Anna Kendrick,Hana Mae Lee,Pitch Perfect ,17000000,7.2
Elizabeth Banks,Anna Kendrick,Birgitte Hjort Sørensen,Pitch Perfect 2,29000000,6.5
Chris Columbus,Peter Dinklage,Adam Sandler,Pixels ,88000000,5.6
Jorge Blanco,Dwayne Johnson,Gary Oldman,Planet 51,70000000,6.1
Tim Burton,Cary-Hiroyuki Tagawa,Estella Warren,Planet of the Apes ,100000000,5.7
Tim Burton,Cary-Hiroyuki Tagawa,Estella Warren,Planet of the Apes ,100000000,5.7
Julian Gilbey,Mem Ferda,Alfie Allen,Plastic ,10000000,6
Oliver Stone,Johnny Depp,Tom Berenger,Platoon ,6000000,8.1
Ron Shelton,Willie Garson,Robert Wagner,Play It to the Bone ,24000000,5.4
Gabriele Muccino,Gerard Butler,Dennis Quaid,Playing for Keeps ,35000000,5.7
Nicole Holofcener,Oliver Platt,Thomas Ian Nicholas,Please Give ,,6.6
Catherine Hardwicke,Frances Fisher,James Kyson,Plush ,,5.4
Mike Gabriel,Christian Bale,Frank Welker,Pocahontas ,55000000,6.6
Frank Capra,Ann-Margret,Glenn Ford,Pocketful of Miracles ,2900000,7.3
John Singleton,Janet Jackson,Khandi Alexander,Poetic Justice ,14000000,5.9
John Boorman,Lee Marvin,Angie Dickinson,Point Blank ,3000000,7.4
Ericson Core,Ray Winstone,Edgar Ramírez,Point Break ,105000000,5.3
Ericson Core,Ray Winstone,Edgar Ramírez,Point Break ,105000000,5.3
Kunihiko Yuyama,Veronica Taylor,Eric Stuart,Pokémon 3: The Movie,16000000,5.6
Hugh Wilson,Steve Guttenberg,Bubba Smith,Police Academy ,4500000,6.7
Alan Metter,Christopher Lee,Michael Winslow,Police Academy: Mission to Moscow ,6200000,3.3
Maïwenn,Riccardo Scamarcio,Maïwenn,Polisse ,,7.3
Ed Harris,John Heard,Bud Cort,Pollock ,6000000,7
Tobe Hooper,Heather O'Rourke,Zelda Rubinstein,Poltergeist ,10700000,7.4
Tobe Hooper,Heather O'Rourke,Zelda Rubinstein,Poltergeist ,10700000,7.4
